codigoarticulo	codigofabrica	ubicacion	codigodemarca	nombre_marca	
PH6	PH6		042	JC TORNILLOS	
PP1	PP1	1-3-01-2-11	042	JC TORNILLOS	
PP2	PP2	1-3-01-2-12	042	JC TORNILLOS	
PP3	PP3		042	JC TORNILLOS	
PROMO1			90	PROMOCION	
PROMO6	PROMO6		90	PROMOCION	
PROMO7	PROMO7		90	PROMOCION	
PSF04001	04001	2-3-07-1-01	006	VAXEL	
PSF05004	05004	2-3-07-1-02	006	VAXEL	
PVRX	PVRX	1-2-10-4-06	042	JC TORNILLOS	
PVS	PVS		042	JC TORNILLOS	
PX-064	PX-064		061	BHI	
PX-065	PX-065		061	BHI	
PX-090	PX-090	1-2-04-3-10	061	BHI	
PX-092	PX-092		061	BHI	
PX-095	PX-095		061	BHI	
R0344180	0344180		86	RAYO 33	
R0344185	0344185		86	RAYO 33	
R0344190	0344190		86	RAYO 33	
R0346185	0346185		86	RAYO 33	
R0361CRF450D	0361CRF450D		86	RAYO 33	
R0362KLR250D1	0362KLR250D1		86	RAYO 33	
R0362KLR250D2	0362KLR250D2		86	RAYO 33	
R0362KLR250T1	0362KLR250T1		86	RAYO 33	
R0362KLR250T2	0362KLR250T2		86	RAYO 33	
R0362KLR650D1	0362KLR650D1		86	RAYO 33	
R111	R111	1-2-99-Atrás	80	CROSS X	
R114	R114	1-2-99-Atrás	80	CROSS X	
R117	R117	1-2-99-Atrás	80	CROSS X	
R125	R125	1-2-99-Atrás	80	CROSS X	
R128	R128	1-2-99-Atrás	80	CROSS X	
R130	R130	1-2-99-Atrás	80	CROSS X	
R131	R131	1-2-99-Atrás	80	CROSS X	
R132	R132	1-2-99-Atrás	80	CROSS X	
RAZ	RAZ	1-2-10-4-07	042	JC TORNILLOS	
RCC	RCC	1-2-10-4-07	042	JC TORNILLOS	
RCS	RCS	1-2-10-4-09	042	JC TORNILLOS	
RDDG1S01			21	XXI	
RE	RE	1-3-01-4-05	042	JC TORNILLOS	
RE-009N	RE-009N		061	BHI	
RE-010N	RE-010N		061	BHI	
RE102	RE102	1-2-05-4-04	80	CROSS X	
RE-1034C	1034 C	1-3-08-5-13	061	BHI	
RE-1034R	1034 R	1-3-08-5-12	061	BHI	
RE117	RE117	1-2-03-2-08	80	CROSS X	
RE-158	158		061	BHI	
RE-3964	3964	1-3-08-5-11	061	BHI	
RE-4210	4210		061	BHI	
RE-4216	4216		061	BHI	
RE-4218	4218		061	BHI	
RE-50238 VE	50238 VE		061	BHI	
RE-520HX120	520HX120		061	BHI	
RE-5312	5312		061	BHI	
RE-5517	5517	1-4-02-3-06	061	BHI	
RE-5FDL2 AZ	5FDL2 AZ		061	BHI	
RE-5FDL2 BL	5FDL2 BL		061	BHI	
RE-5FGL001	5FGL001		061	BHI	
RE-6000	6000	1-2-99-Atrás	061	BHI	
RE-6003	6003	1-2-99-Atrás	061	BHI	
RE-6004	6004	1-2-99-Atrás	061	BHI	
RE-608	608	1-2-99-Atrás	061	BHI	
RE-6200	6200	1-2-99-Atrás	061	BHI	
RE-62012RS	6201 2RS	1-2-99-Atrás	061	BHI	
RE-62022RS	62022RS	1-2-99-Atrás	061	BHI	
RE-6203	6203 2RS	1-2-99-Atrás	061	BHI	
RE-6204	6204	1-2-99-Atrás	061	BHI	
RE-6205	6205	1-2-99-Atrás	061	BHI	
RE-63/28	63/28	1-2-99-Atrás	061	BHI	
RE-6300	6300	1-2-99-Atrás	061	BHI	
RE-63001	63001	1-2-99-Atrás	061	BHI	
RE-6301	6301 2RS	1-2-99-Atrás	061	BHI	
RE-6302	6302	1-2-99-Atrás	061	BHI	
RE-6303	6303	1-2-99-Atrás	061	BHI	
RE-6304	6304	1-2-99-Atrás	061	BHI	
RE-67	67		061	BHI	
RE-67A	67A		061	BHI	
RE-BM6A	C84L		061	BHI	
REC	REC	1-2-10-4-10	042	JC TORNILLOS	
RE-C7HSA	C7HSA		061	BHI	
RE-C84L	C84L	1-2-01-3-06	061	BHI	
RE-C86L	C84L		061	BHI	
RE-C90L	C90L	1-3-05-5-07	061	BHI	
RE-D8EA	8EA		061	BHI	
RE-FLED-004	FLED-004		061	BHI	
RE-FLED-077	FLED-004		061	BHI	
RE-FLED-100	FLED-100		061	BHI	
RE-H4 P43 35/35 BV	H4 P43 35/35 BV		061	BHI	
RE-H7	H7 55W		061	BHI	
RE-HER01	RE-HER01		061	BHI	
RE-HER02A	RE-HER02A		061	BHI	
RE-HER05	RE-HER05		061	BHI	
RE-LT13A	RE-LT13A		061	BHI	
RE-LT13C	RE-LT13C	1-2-06-5-07	061	BHI	
RE-S001	RE-S001		061	BHI	
RE-S003	RE-S003		061	BHI	
RE-S005R/1	RE-S005R/1	estanteria zapatas	061	BHI	
RE-S007	RE-S007		061	BHI	
RE-S009	RE-S009		061	BHI	
RE-S010	RE-S010		061	BHI	
RE-S011	RE-S011		061	BHI	
RE-S012	RE-S012		061	BHI	
RE-S013	RE-S013		061	BHI	
RE-S015	RE-S015		061	BHI	
RE-S016	RE-S016	1-4-10-3-04	061	BHI	
RE-S017	RE-S017		061	BHI	
RE-S018	RE-S018	1-4-02-1-06	061	BHI	
RE-S019/1	RE-S019/1		061	BHI	
RE-S020	RE-S020	1-4-10-2-01	061	BHI	
RE-S021	RE-S021		061	BHI	
RE-S022	RE-S022	1-2-10-5-05	061	BHI	
RE-S023	RE-S023	1-2-01-3-01	061	BHI	
RE-S025	RE-S025		061	BHI	
RE-S026	RE-S026	1-2-01-3-13	061	BHI	
RE-S027	RE-S027		061	BHI	
RE-S028/1	RE-S028/1		061	BHI	
RE-S031	RE-S031		061	BHI	
RE-S032	RE-S032		061	BHI	
RE-S033	RE-S033		061	BHI	
RE-S036/2	RE-S036/2		061	BHI	
RE-S040	RE-S040		061	BHI	
RE-S042	RE-S042		061	BHI	
RE-S043	RE-S043		061	BHI	
RE-S062	RE-S062		061	BHI	
RE-S063	RE-S063	1-2-01-3-10	061	BHI	
RE-S064	RE-S064		061	BHI	
RE-S067	RE-S067	1-3-05-5-05	061	BHI	
RE-S069	RE-S069		061	BHI	
RE-S070	RE-S070		061	BHI	
RE-S080	RE-S080		061	BHI	
RE-S086	RE-S086		061	BHI	
RE-S087	RE-S087		061	BHI	
RE-S088	RE-S088		061	BHI	
RE-S089	RE-S089		061	BHI	
RE-S090	RE-S090		061	BHI	
RE-S091	RE-S091		061	BHI	
RE-S095	RE-S095		061	BHI	
RE-S100	RE-S100		061	BHI	
RE-S1002	RE-S1002	1-2-03-1-02	061	BHI	
RE-S1003	RE-S1003	1-3-04-3-07	061	BHI	
RE-S1004	RE-S1004	1-2-05-4-09	061	BHI	
RE-S101	RE-S101	1-3-07-5-09	061	BHI	
RE-S1011	RE-S1011		061	BHI	
RE-S102	RE-S102	1-2-06-5-01	061	BHI	
RE-S103	RE-S103		061	BHI	
RE-S1037	RE-S1037	1-2-03-3-10	061	BHI	
RE-S1038	RE-S1038		061	BHI	
RE-S104	RE-S104	1-3-09-5-08	061	BHI	
RE-S1052	RE-S1052		061	BHI	
RE-S1054	RE-S1054	2-3-02-3-06	061	BHI	
RE-S1056	RE-S1056	2-3-02-3-05	061	BHI	
RE-S107	RE-S107		061	BHI	
RE-S110	RE-S110		061	BHI	
RE-S112	RE-S112		061	BHI	
RE-S115	RE-S115	1-2-01-3-02	061	BHI	
RE-S117	RE-S117	1-3-04-3-03	061	BHI	
RE-S118	RE-S118		061	BHI	
RE-S119	RE-S119		061	BHI	
RE-S120	RE-S120		061	BHI	
RE-S126	RE-S126	1-2-10-5-03	061	BHI	
RE-S129	RE-S129	1-2-01-3-05	061	BHI	
RE-S131	RE-S131		061	BHI	
RE-S134	RE-S134	1-3-05-5-02	061	BHI	
RE-S143	RE-S143		061	BHI	
RE-S144	RE-S144		061	BHI	
RE-S146	RE-S146		061	BHI	
RE-S151	RE-S151		061	BHI	
RE-S152	RE-S152		061	BHI	
RE-S153	RE-S153		061	BHI	
RE-S158	RE-S158		061	BHI	
RE-S160	RE-S160		061	BHI	
RE-S161	RE-S161		061	BHI	
RE-S166	RE-S166	1-2-01-1-06	061	BHI	
RE-S167	RE-S167	1-4-10-3-02	061	BHI	
RE-S169	RE-S169	1-2-06-5-02	061	BHI	
RE-S173-1	RE-S173-1	1-2-01-1-02	061	BHI	
RE-S176	RE-S176		061	BHI	
RE-S177	RE-S177		061	BHI	
RE-S178	RE-S178	estanteria zapatas	061	BHI	
RE-S179	RE-S179		061	BHI	
RE-S182	RE-S182		061	BHI	
RE-S186 CO	RE-S186 CO		061	BHI	
RE-S186 TR	RE-S186 TR		061	BHI	
RE-S187	RE-S187		061	BHI	
RE-S187AM	RE-S187AM		061	BHI	
RE-S189	RE-S189		061	BHI	
RE-S190	RE-S190	Almacen	061	BHI	
RE-S193	RE-S193		061	BHI	
RE-S194	RE-S194		061	BHI	
RE-S198	RE-S198	1-4-08-3-05	061	BHI	
RE-S201	RE-S201		061	BHI	
RE-S202	RE-S202	1-2-01-3-11	061	BHI	
RE-S203	RE-S203		061	BHI	
RE-S204	RE-S204		061	BHI	
RE-S207/208	RE-S207/208		061	BHI	
RE-S208	RE-S208		061	BHI	
RE-S209	RE-S209	1-2-05-2-03	061	BHI	
RE-S210	RE-S210		061	BHI	
RE-S213	RE-S213	1-2-01-3-04	061	BHI	
RE-S219	RE-S219	1-2-01-3-13	061	BHI	
RE-S225	RE-S225		061	BHI	
Re-s232	RE-S232	1-2-01-3-08	061	BHI	
RE-S233	RE-S233	1-2-01-3-07	061	BHI	
RE-S234	RE-S234	1-2-01-3-14	061	BHI	
RE-S235	RE-S235		061	BHI	
RE-S236	RE-S236	1-2-01-3-09	061	BHI	
RE-S240	RE-S240		061	BHI	
RE-S243	RE-S243	1-3-02-3-06	061	BHI	
RE-S244	RE-S244	1-4-08-3-02	061	BHI	
RE-S246	RE-S246		061	BHI	
RE-S247	RE-S247		061	BHI	
RE-S248	RE-S248		061	BHI	
RE-S249	RE-S249		061	BHI	
RE-S250	RE-S250		061	BHI	
RE-S251	RE-S251		061	BHI	
RE-S252	RE-S252		061	BHI	
RE-S254	RE-S254		061	BHI	
RE-S255	RE-S255		061	BHI	
RE-S257	RE-S257		061	BHI	
RE-S259	RE-S259		061	BHI	
RE-S261	RE-S261	1-2-01-3-12	061	BHI	
RE-S262	RE-S262	1-1-07-1-01	061	BHI	
RE-S265	RE-S265		061	BHI	
RE-S266	RE-S266		061	BHI	
RE-S272	RE-S272		061	BHI	
RE-S275	RE-S275		061	BHI	
RE-S276	RE-S276		061	BHI	
RE-S279	RE-S279		061	BHI	
RE-S281	RE-S281	1-2-01-4-05	061	BHI	
RE-S282	RE-S282		061	BHI	
RE-S287	RE-S287	1-3-05-5-04	061	BHI	
RE-S291	RE-S291		061	BHI	
RE-S293	RE-S293		061	BHI	
RE-S294	RE-S294		061	BHI	
RE-S295	RE-S295		061	BHI	
RE-S296	RE-S296		061	BHI	
RE-S298	RE-S298		061	BHI	
RE-S300	RE-S300		061	BHI	
RE-S301	RE-S301		061	BHI	
RE-S303	RE-S303	1-3-07-5-03	061	BHI	
RE-S304	RE-S304		061	BHI	
RE-S305	RE-S305		061	BHI	
RE-S306	RE-S306		061	BHI	
RE-S307	RE-S307		061	BHI	
RE-S308	RE-S308		061	BHI	
RE-S309	RE-S309		061	BHI	
RE-S310	RE-S310	2-4-09-1-02	061	BHI	
RE-S311	RE-S311		061	BHI	
RE-S312	RE-S312		061	BHI	
RE-S313	RE-S313		061	BHI	
RE-S314	RE-S314		061	BHI	
RE-S315	RE-S315		061	BHI	
RE-S316	RE-S316		061	BHI	
RE-S316/2	RE-S316/2		061	BHI	
RE-S327	RE-S327		061	BHI	
RE-S329	RE-S329		061	BHI	
RE-S336	RE-S336	1-2-01-1-03	061	BHI	
RE-S337	RE-S337	1-2-01-1-04	061	BHI	
RE-S339	RE-S339	1-2-01-3-14	061	BHI	
RE-S340	RE-S340	1-3-07-5-05	061	BHI	
RE-S343	RE-S343		061	BHI	
RE-S360	RE-S360		061	BHI	
RE-S362	RE-S362		061	BHI	
RE-S363	RE-S363		061	BHI	
RE-S365	RE-S365		061	BHI	
RE-S367	RE-S367		061	BHI	
RE-S368	RE-S368		061	BHI	
RE-S370	RE-S370		061	BHI	
RE-S377	RE-S377		061	BHI	
RE-S378	RE-S378	1-3-07-5-06	061	BHI	
RE-S379	RE-S379		061	BHI	
RE-S380	RE-S380		061	BHI	
RE-S381	RE-S381		061	BHI	
RE-S382	RE-S382	1-2-01-4-04	061	BHI	
RE-S386	RE-S386	1-4-08-3-01	061	BHI	
RE-S387	RE-S387	1-2-03-1-03	061	BHI	
RE-S392	RE-S392		061	BHI	
RE-S393	RE-S393		061	BHI	
RE-S394	RE-S394		061	BHI	
RE-S396	RE-S396		061	BHI	
RE-S397	RE-S397		061	BHI	
RE-S398	RE-S398		061	BHI	
RE-S399	RE-S399		061	BHI	
RE-S401	RE-S401		061	BHI	
RE-S402	RE-S402		061	BHI	
RE-S431	RE-S431		061	BHI	
RE-S438	RE-S438		061	BHI	
RE-S443	RE-S443		061	BHI	
RE-S444	RE-S444	1-2-01-3-14	061	BHI	
RE-S444/1	RE-S444/1	1-2-10-5-01	061	BHI	
RE-S447	RE-S447		061	BHI	
RE-S448	RE-S448		061	BHI	
RE-S453	RE-S453		061	BHI	
RE-S457	RE-S457	1-2-03-3-08	061	BHI	
RE-S460	RE-S460	1-2-04-5-01	061	BHI	
RE-S467	RE-S467	2-3-02-3-01	061	BHI	
RE-S468	RE-S468		061	BHI	
RE-S471	RE-S471	1-2-01-4-01	061	BHI	
RE-S472	RE-S472		061	BHI	
RE-S477	RE-S477		061	BHI	
RE-S478	RE-S478		061	BHI	
RE-S481	RE-S481		061	BHI	
RE-S483	RE-S483		061	BHI	
RE-S484	RE-S484		061	BHI	
RE-S485	RE-S485		061	BHI	
RE-S486	RE-S486		061	BHI	
RE-S487	RE-S487		061	BHI	
RE-S488	RE-S488		061	BHI	
RE-S489	RE-S489		061	BHI	
RE-S490	RE-S490		061	BHI	
RE-S491	RE-S491	1-2-01-3-10	061	BHI	
RE-S494	RE-S494		061	BHI	
RE-S495	RE-S495		061	BHI	
RE-S496	RE-S496		061	BHI	
RE-S499	RE-S499		061	BHI	
RE-S518	RE-S518	1-2-06-5-05	061	BHI	
RE-S519	RE-S519	1-2-06-5-07	061	BHI	
RE-S520	RE-S520		061	BHI	
RE-S521	RE-S521	1-2-01-3-12	061	BHI	
RE-S523	RE-S523		061	BHI	
RE-S524	RE-S524	1-2-03-3-09	061	BHI	
RE-S540 AZ	RE-S540 AZ	1-4-10-3-01	061	BHI	
RE-S540 NE	RE-S540 NE	1-4-10-3-01	061	BHI	
RE-S540 RO	RE-S540 RO	1-4-10-3-03	061	BHI	
RE-S580	RE-S580	1-2-03-3-07	061	BHI	
RE-S581	RE-S581	1-3-05-5-06	061	BHI	
RE-S585	RE-S585		061	BHI	
RE-S586	RE-S586	1-2-03-3-02	061	BHI	
RE-S587	RE-S587	1-2-08-1-01	061	BHI	
RE-S588	RE-S588	1-3-07-5-08	061	BHI	
RE-S589	RE-S589	1-3-05-5-01	061	BHI	
RE-S590	RE-S590	1-3-07-5-07	061	BHI	
RE-S600	RE-S600	2-3-02-2-02	061	BHI	
RE-S601	RE-S601		061	BHI	
RE-S602	RE-S602		061	BHI	
RE-S603	RE-S603		061	BHI	
RE-S604	RE-S604	1-2-06-5-08	061	BHI	
RE-S605	RE-S605		061	BHI	
RE-S606	RE-S606	1-2-06-5-06	061	BHI	
RE-S608	RE-S608	1-2-10-5-02	061	BHI	
RE-S609	RE-S609		061	BHI	
RE-S614	RE-S614	1-2-03-3-07	061	BHI	
RE-STBOX01 RO		4	061	BHI	
RE-T10 5 SMD VE	RE-T10 5 SMD VE	1-2-04-2-03	061	BHI	
RE-T10 5SMD AZ	RE-T10 5SMD AZ		061	BHI	
RE-T10 5SMD RO	RE-T10 5SMD RO		061	BHI	
RE-T10 5SMD RS	RE-T10 5SMD RS		061	BHI	
RE-T10 CAMBUS RO	T-10 CAMBUS	1-1-2-01-4-02	061	BHI	
RE-T10 CAMBUS VE	T-10 CAMBUS	1-2-01-3-05	061	BHI	
RE-T10COB RO	RE-T10COB RO	1-2-01-4-01	061	BHI	
RE-T10COB VE	RE-T10COB VE	1-2-01-4-03	061	BHI	
RETEN020D	RETEN020D		062	BOTTA	
RETEN050T	RETEN050T	1-1-05-4-05	062	BOTTA	
RETEN055T	RETEN055T		062	BOTTA	
RE-TUB 11X44	RE-TUB 11X44	1-2-01-3-08	061	BHI	
RE-TUB SMD 3W	RE-TUB SMD 3W	1-2-01-3-09	061	BHI	
RE-U21	RE-U21		061	BHI	
RFC	RFC		042	JC TORNILLOS	
RFR	RFR	1-3-04-2-05	042	JC TORNILLOS	
RFS	RFS	1-3-02-2-03	042	JC TORNILLOS	
RLSC	RLSC		042	JC TORNILLOS	
RLYU1U01-S	1U01-S	1-4-08-2-07	21	XXI	
RLYU1U02-S	1U02-S	1-4-08-2-08	21	XXI	
RMAX	RMAX		042	JC TORNILLOS	
RMST	RMST	1-2-10-4-10	042	JC TORNILLOS	
ROD100	ROD100	1-1-05-4-04	062	BOTTA	
ROD6000	6000	1-2-99-Atrás	006	VAXEL	
ROD6002	6002	1-2-99-Atrás	006	VAXEL	
ROD6003	6003	1-2-99-Atrás	006	VAXEL	
ROD6301	6301	1-2-99-Atrás	006	VAXEL	
ROD6302	6302	1-2-99-Atrás	006	VAXEL	
RP 001	001		006	VAXEL	
RP 001/1	001/1		006	VAXEL	
RP 002	002		006	VAXEL	
RP 003	003		006	VAXEL	
RP 004	004		006	VAXEL	
RP 005	005		006	VAXEL	
RP 006	006		006	VAXEL	
RP 008	008		006	VAXEL	
RP 011	PUGLIESE N°17		006	VAXEL	
RP 012	012		006	VAXEL	
RPAX	RPAX	1-2-10-5-10	042	JC TORNILLOS	
RPM0005	RPM0005	1-3-05-1-01	062	BOTTA	
RPM0010	RPM0010	1-3-05-1-01	062	BOTTA	
RRAS	RRAS	1-2-10-4-07	042	JC TORNILLOS	
RRC	RRC		042	JC TORNILLOS	
RS107	RS107	1-2-05-2-07	80	CROSS X	
RV134	RV134		80	CROSS X	
RV201	RV201	1-2-05-4-01	80	CROSS X	
RV202	RV202	1-2-03-4-11	80	CROSS X	
RX2-F0212	RX2-F0212	1-1-09-1-06	89	ROD-SA	
RZAX	RZAX	1-2-10-4-09	042	JC TORNILLOS	
RZS	RZS	1-2-10-4-09	042	JC TORNILLOS	
RZSD	RZSD		042	JC TORNILLOS	
RZST	RZST		042	JC TORNILLOS	
S12	S12		042	JC TORNILLOS	
S13	S13		042	JC TORNILLOS	
S14	S14		042	JC TORNILLOS	
S15	S15		042	JC TORNILLOS	
S17	S17		042	JC TORNILLOS	
SC	SC	1-3-01-4-04	042	JC TORNILLOS	
SC62	SC62	1-3-01-4-04	042	JC TORNILLOS	
SCAX	SCAX	1-3-01-4-07	042	JC TORNILLOS	
SCB	SCB	1-3-01-4-04	042	JC TORNILLOS	
SCBR	SCBR	1-3-01-4-04	042	JC TORNILLOS	
SCD	SCD	1-3-01-2-10	042	JC TORNILLOS	
SCDA	SCDA	1-3-01-4-05	042	JC TORNILLOS	
SCS	SCS	1-2-10-4-08	042	JC TORNILLOS	
SCST	SCST	1-2-10-4-11	042	JC TORNILLOS	
SCSTT	SCSTT	1-2-10-4-11	042	JC TORNILLOS	
SCTI	SCTI	1-3-01-4-05	042	JC TORNILLOS	
SCTO	SCTO	1-3-01-2-07	042	JC TORNILLOS	
SCY	SCY	1-3-01-4-05	042	JC TORNILLOS	
SCYT	SCYT	1-2-10-4-11	042	JC TORNILLOS	
SCZS	SCZS		042	JC TORNILLOS	
SEG001	SEG001	1-3-03-1-04	062	BOTTA	
SEG002	SEG002	1-3-03-1-04	062	BOTTA	
SEG003	SEG003	1-3-03-1-02	062	BOTTA	
SES	SES	1-2-10-4-08	042	JC TORNILLOS	
SIN2005	SIN2005		062	BOTTA	
SIN2010	SIN2010		062	BOTTA	
SIN3005	SIN3005		062	BOTTA	
SIN3010	SIN3010		062	BOTTA	
SIN3015	SIN3015		062	BOTTA	
SIN3020	SIN3020		062	BOTTA	
SIN3025	SIN3025		062	BOTTA	
SIN5005	SIN5005		062	BOTTA	
SIN5006	SIN5006	1-1-03-3-04	062	BOTTA	
SIN5007	SIN5007	1-1-03-3-05	062	BOTTA	
SIN5010	SIN5010		062	BOTTA	
SIN5015	SIN5015		062	BOTTA	
SIN5016	SIN5016		062	BOTTA	
SIN6005	SIN6005	1-1-03-3-04	062	BOTTA	
SIN7005	SIN7005	1-1-03-3-04	062	BOTTA	
SIN7007	SIN7007		062	BOTTA	
SIN7010	SIN7010		062	BOTTA	
SIN7011	SIN7011		062	BOTTA	
SIN7012	SIN7012	1-1-03-3-04	062	BOTTA	
SIN7015	SIN7015		062	BOTTA	
SIN8005	SIN8005		062	BOTTA	
SK2-53177	SK2-53177		89	ROD-SA	
SOP-DAX	SOP-DAX	1-2-08-2-07	006	VAXEL	
SPCG	SPCG	1-2-10-4-10	042	JC TORNILLOS	
SP-IS02	02	1-4-05-adelante	031	SILISUR PROBUSOL	
SPS	SPS	1-3-01-4-03	042	JC TORNILLOS	
SPSC	SPSC	1-3-01-4-03	042	JC TORNILLOS	
SP-SILI	SILI	1-5-03-1-04	031	SILISUR PROBUSOL	
SPSL	SPSL	1-2-10-4-08	042	JC TORNILLOS	
STES	STES	1-3-01-2-08	042	JC TORNILLOS	
SVDA	SVDA		042	JC TORNILLOS	
SVRX	SVRX		042	JC TORNILLOS	
T10125	T10125	1-3-01-3-02	042	JC TORNILLOS	
T10125A	T10125A		042	JC TORNILLOS	
T10150	T10150	1-3-01-3-02	042	JC TORNILLOS	
T10A	T10A	1-3-01-2-02	042	JC TORNILLOS	
T12	T12	1-3-01-2-04	042	JC TORNILLOS	
T12A	T12A	1-3-01-2-03	042	JC TORNILLOS	
T14	T14	1-3-01-2-03	042	JC TORNILLOS	
T14A	T14A	1-3-01-2-05	042	JC TORNILLOS	
T16	T16	1-3-01-2-05	042	JC TORNILLOS	
T301	T301	1-2-03-2-05	80	CROSS X	
T5	T5	1-2-10-4-13	042	JC TORNILLOS	
T6	T6	1-2-10-4-13	042	JC TORNILLOS	
T601	T601	1-2-05-4-03	80	CROSS X	
T6A	T6A	1-3-01-3-03	042	JC TORNILLOS	
T7	T7	1-2-10-4-13	042	JC TORNILLOS	
T8	T8	1-2-10-4-13	042	JC TORNILLOS	
T8A	T8A	1-3-01-3-03	042	JC TORNILLOS	
TA10125	TA10125	1-3-01-3-02	042	JC TORNILLOS	
TA12	TA12	1-3-01-3-12	042	JC TORNILLOS	
TA14	TA14	1-3-01-2-04	042	JC TORNILLOS	
TA16	TA16	1-3-01-1-04	042	JC TORNILLOS	
TA201	TA201	1-2-05-2-11	80	CROSS X	
TA6	TA6	1-3-01-3-12	042	JC TORNILLOS	
TA7	TA7	1-3-01-3-12	042	JC TORNILLOS	
TA8	TA8	1-3-01-3-12	042	JC TORNILLOS	
TAP301	TAP301	1-1-05-2-06	062	BOTTA	
TAS	TAS		042	JC TORNILLOS	
TBAR001	TBAR001	1-3-05-4-01	062	BOTTA	
TBC	TBC	1-3-01-3-02	042	JC TORNILLOS	
TBCR	TBCR		042	JC TORNILLOS	
TBRX	TBRX	1-3-01-4-01	042	JC TORNILLOS	
TBS	TBS	1-3-01-3-07	042	JC TORNILLOS	
TBSM	TBSM	1-3-01-2-01	042	JC TORNILLOS	
TBTI	TBTI	1-3-01-3-09	042	JC TORNILLOS	
TBY	TBY	1-3-01-3-07	042	JC TORNILLOS	
TBYB	TBYB	1-3-01-4-08	042	JC TORNILLOS	
TC150	TC150		042	JC TORNILLOS	
TC-72	TC-72	1-2-08-2-01	006	VAXEL	
TC-82	TC-82	1-2-08-2-02	006	VAXEL	
TCA005	TCA005	1-1-03-3-04	062	BOTTA	
TCCG	TCCG	1-3-01-2-14	042	JC TORNILLOS	
TCD2	TCD2	1-3-01-3-06	042	JC TORNILLOS	
TCDS	TCDS	1-3-01-4-08	042	JC TORNILLOS	
TCS	TCS	1-3-01-3-06	042	JC TORNILLOS	
TCSC	TCSC	1-3-01-3-06	042	JC TORNILLOS	
TDLG1S01-S	1S01-S	1-4-08-2-09	21	XXI	
TE6	TE6	1-3-01-3-09	042	JC TORNILLOS	
TE7	TE7	1-3-01-2-09	042	JC TORNILLOS	
TE8	TE8	1-3-01-3-09	042	JC TORNILLOS	
TECH3000	8274	almacen	073	TECHNIC PNEUS	
TECH3001	2594	3-1-01-1-	073	TECHNIC PNEUS	
TECH3002	2595	3-1-03-1-	073	TECHNIC PNEUS	
TECH3003	2585	3-1-07-1-	073	TECHNIC PNEUS	
TECH3004	2583	3-1-07-1-	073	TECHNIC PNEUS	
TECH3005	2592	3-1-05-1-	073	TECHNIC PNEUS	
TECH3006	2593	3-1-05-1-	073	TECHNIC PNEUS	
TECH3007	2579	3-1-05-1-	073	TECHNIC PNEUS	
TECH3008	2580	3-1-05-1-	073	TECHNIC PNEUS	
TECH3009	2581	3-2-04-1-	073	TECHNIC PNEUS	
TECH3010	2582	3-2-02-1-	073	TECHNIC PNEUS	
TECH3012	2591	3-1-03-2-	073	TECHNIC PNEUS	
TECH3013	2596	3-1-03-2-	073	TECHNIC PNEUS	
TECH3014	2587	3-1-07-2-	073	TECHNIC PNEUS	
TECH3015	3285	3-1-03-2-	073	TECHNIC PNEUS	
TECH3017	2588	3-1-07-3-	073	TECHNIC PNEUS	
TECH3018	2589	3-1-01-3-	073	TECHNIC PNEUS	
TECH3019	2590	3-1-01-2-	073	TECHNIC PNEUS	
TECH3021	2584	3-1-03-3-	073	TECHNIC PNEUS	
TECH3022	2586	3-1-03-2-	073	TECHNIC PNEUS	
TECH3025	2713	3-1-07-4-	073	TECHNIC PNEUS	
TECH3026	2711	3-2-04-2-	073	TECHNIC PNEUS	
TECH3027	2712	3-2-02-3-	073	TECHNIC PNEUS	
TECH3028	2597	3-1-01-3-	073	TECHNIC PNEUS	
TECH3029	2598	3-1-01-4-	073	TECHNIC PNEUS	
TECH3030	7945	3-1-05-3-	073	TECHNIC PNEUS	
TECH3035	2715	3-2-08-3-	073	TECHNIC PNEUS	
TECH3036	2716	3-2-08-3-	073	TECHNIC PNEUS	
TECH3037	2714	3-2-04-3-	073	TECHNIC PNEUS	
TECH3042	7477	3-1-05-2-	073	TECHNIC PNEUS	
TECH3043	2717	3-2-02-2-	073	TECHNIC PNEUS	
TECH3044	2718	3-2-02-3-	073	TECHNIC PNEUS	
TECH3045	3244	3-2-04-1-	073	TECHNIC PNEUS	
TECH3051	2709	3-2-08-2-	073	TECHNIC PNEUS	
TECH3053	7479	3-1-05-3-	073	TECHNIC PNEUS	
TECH3056	2710	3-1-05-2-	073	TECHNIC PNEUS	
TECH3057	7706	3-1-05-3-	073	TECHNIC PNEUS	
TECH3058	7480	3-1-05-3-	073	TECHNIC PNEUS	
TECH3060	7481	3-2-04-3-	073	TECHNIC PNEUS	
TECH3075	7487	3-1-03-3-	073	TECHNIC PNEUS	
TECH3300	6463	3-2-06-3-	073	TECHNIC PNEUS	
TECH3310	6464	3-2-06-3-	073	TECHNIC PNEUS	
TECH3330	6465	3-2-06-3-	073	TECHNIC PNEUS	
TECH7192	7192	3-1-03-3-	073	TECHNIC PNEUS	
TECH7482	7482	3-1-03-3-	073	TECHNIC PNEUS	
TECH7483	7483	3-1-05-1-	073	TECHNIC PNEUS	
TECH7484	7484	3-2-04-2-	073	TECHNIC PNEUS	
TECH7485	7485	3-1-05-2-	073	TECHNIC PNEUS	
TECH7486	7486	3-1-03-3-	073	TECHNIC PNEUS	
TECH7488	7488	3-2-06-3-	073	TECHNIC PNEUS	
